ProspectiveBuyerKey,ProspectAlternateKey,FirstName,LastName,Age,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,City,StateProvinceCode,PostalCode
935,94163518548,Jasmine,Cooper,56,M,F,50000,2,1,Partial Co,Professional,1,2,W. Linn,OR,97068
937,5762,Jaclyn,Deng,43,M,F,30000,1,1,Bachelors,Clerical,1,0,Beaverton,OR,97005
1114,1912,Jodi,Yuan,38,M,F,40000,2,2,Partial Co,Clerical,0,0,Woodburn,OR,97071
1253,10209,Kenneth,Yuan,47,M,M,10000,3,2,Partial Hi,Manual,1,2,Corvallis,OR,97330
1314,9922,Lindsey,She,60,S,F,80000,5,2,High Schoo,Management,1,2,Lake Oswego,OR,97034
1336,27085762619,Logan,Zhang,48,M,M,100000,3,2,Partial Co,Professional,1,4,Milwaukie,OR,97222
1397,12682005167,Maria,Gray,45,S,F,20000,2,2,High Schoo,Manual,0,2,Beaverton,OR,97005
1416,1325,Mayra,Kapoor,33,M,F,110000,0,5,Partial Hi,Management,1,4,W. Linn,OR,97068
1461,9250,Monica,Rana,45,S,F,20000,2,2,High Schoo,Manual,1,1,Corvallis,OR,97330
1503,64248868200,Mason,Torres,45,S,M,60000,3,3,Bachelors,Professional,0,1,Lebanon,OR,97355
1570,818,Naomi,Rubio,46,M,F,50000,4,2,Bachelors,Professional,1,2,Beaverton,OR,97005
1586,91388601660,Olivia,Butler,47,M,F,60000,3,2,Bachelors,Professional,1,1,Lebanon,OR,97355
1623,1598,Preston,Martinez,45,S,M,100000,4,1,Partial Co,Professional,1,4,Salem,OR,97301
1672,3249,Regina,Engineer,40,M,F,100000,0,5,Partial Hi,Professional,1,4,W. Linn,OR,97068
1723,5211,Ross,Moreno,41,M,M,20000,3,3,High Schoo,Manual,1,1,Corvallis,OR,97330
1740,1285,Ruth,Prasad,43,S,F,80000,5,5,Graduate D,Management,1,3,Lebanon,OR,97355
1824,47091522812,Sydney,Jackson,43,M,F,80000,5,5,Bachelors,Professional,0,4,Lebanon,OR,97355
1870,70089464187,Seth,Reed,35,M,M,40000,3,3,Partial Co,Clerical,1,2,Beaverton,OR,97005
1871,70089464187,Reed,Seth,35,M,M,40000,3,3,Partial Co,Clerical,1,2,Beaverton,OR,97005
1881,8725,Stacy,Sanz,60,M,F,50000,2,1,Partial Co,Professional,1,2,Lake Oswego,OR,97034
1906,8183,Stacey,Zheng,47,S,F,10000,3,2,Partial Hi,Manual,1,2,Corvallis,OR,97330
1913,7986,Terry,Anand,63,M,M,130000,4,4,Partial Co,Professional,1,4,Lake Oswego,OR,97034
1929,57168099284,Trevor,Griffin,59,M,M,50000,2,1,High Schoo,Professional,1,2,Lake Oswego,OR,97034
2003,8352,Vincent,Chen,40,S,M,50000,2,2,Bachelors,Skilled Manual,1,0,Woodburn,OR,97071
78,2407,Aimee,Lin,38,M,F,30000,0,0,High Schoo,Manual,1,1,Portland,OR,97205
82,10852942466,Alexandra,Long,49,S,F,10000,1,0,Bachelors,Manual,1,0,Beaverton,OR,97005
88,87224895954,Anthony,Martin,70,S,M,60000,3,0,Graduate D,Management,1,2,W. Linn,OR,97068
98,38816586136,Ariana,Morris,36,S,F,30000,0,0,Partial Co,Clerical,1,1,W. Linn,OR,97068
105,465,Arturo,Nath,32,M,M,30000,0,0,Partial Hi,Clerical,1,2,Milwaukie,OR,97222
116,10756163000,Alexandra,Peterson,51,S,F,50000,4,0,Graduate D,Skilled Manual,1,0,Portland,OR,97205
143,68941183700,Angel,Sanchez,64,S,M,60000,4,0,Bachelors,Management,0,2,Lake Oswego,OR,97034
211,42144488700,Bailey,Campbell,35,S,F,50000,0,0,Partial Co,Skilled Manual,0,1,Milwaukie,OR,97222
229,36698204300,Bailey,Howard,54,S,F,60000,2,0,High Schoo,Professional,0,2,Salem,OR,97301
322,63391762971,Cody,Brooks,57,M,M,50000,3,0,Graduate D,Management,1,2,Milwaukie,OR,97222
327,9738,Chad,Chande,69,M,M,50000,3,0,Bachelors,Management,1,2,W. Linn,OR,97068
329,5628,Clayton,Chander,44,M,M,40000,0,0,Bachelors,Skilled Manual,1,0,Beaverton,OR,97005
348,3110,Cindy,Fernandez,36,S,F,20000,0,0,Partial Hi,Manual,1,2,Corvallis,OR,97330
368,67062623500,Cole,Howard,44,S,M,50000,0,0,Graduate D,Skilled Manual,1,0,Portland,OR,97205
394,9131,Cory,Lopez,43,M,M,50000,0,0,Partial Co,Skilled Manual,1,1,Salem,OR,97301
428,7831,Carl,Rai,35,M,M,10000,0,0,Partial Hi,Manual,1,2,Corvallis,OR,97330
429,9816,Corey,Rai,41,M,M,70000,5,0,Graduate D,Professional,1,0,Oregon City,OR,97045
449,3198,Carla,Sai,50,S,F,50000,1,0,Partial Co,Skilled Manual,1,1,Lebanon,OR,97355
466,97218812108,Chloe,Simmons,53,M,F,50000,2,0,Partial Hi,Skilled Manual,1,2,Oregon City,OR,97045
488,2432,Claudia,Wu,66,S,F,80000,5,0,Bachelors,Management,1,2,Lake Oswego,OR,97034
490,3823,Cassie,Xie,66,S,F,30000,2,0,Partial Co,Clerical,0,2,Milwaukie,OR,97222
513,1744,Devon,Aggarwal,55,S,M,30000,1,0,High Schoo,Clerical,0,1,Portland,OR,97205
546,8998,Derrick,Gil,53,S,M,50000,5,0,Bachelors,Management,1,3,Lake Oswego,OR,97034
568,2188,Dale,Kumar,38,M,M,70000,4,0,Graduate D,Professional,1,0,Oregon City,OR,97045
616,86350565552,Dylan,Smith,62,M,M,30000,3,0,Partial Co,Clerical,0,2,Milwaukie,OR,97222
631,2183,Dale,Xie,38,M,M,20000,0,0,Partial Hi,Manual,1,2,Woodburn,OR,97071
670,20826184153,Eduardo,Green,35,S,M,60000,1,0,Graduate D,Professional,0,0,Beaverton,OR,97005
694,8760,Erika,Moreno,30,M,F,10000,0,0,Partial Co,Manual,1,1,Beaverton,OR,97005
753,58349537253,Fernando,Powell,54,S,M,50000,2,0,Partial Hi,Skilled Manual,0,2,Salem,OR,97301
791,378,Gilbert,Lin,30,S,M,30000,0,0,High Schoo,Skilled Manual,1,2,Lebanon,OR,97355
858,9274,Holly,Sara,32,M,F,30000,0,0,High Schoo,Manual,1,1,Beaverton,OR,97005
873,65851300358,Isaiah,Cooper,44,M,M,50000,0,0,Graduate D,Skilled Manual,0,0,Beaverton,OR,97005
900,19133763909,Ian,Taylor,55,S,M,30000,1,0,High Schoo,Clerical,0,2,Portland,OR,97205
926,6101,Javier,Castro,40,S,M,70000,0,0,Bachelors,Professional,1,1,Salem,OR,97301
974,78718393445,Jason,Hernandez,42,S,M,80000,0,0,Bachelors,Management,0,1,W. Linn,OR,97068
986,87500482201,Jacob,Jones,41,M,M,60000,2,0,Graduate D,Professional,0,0,Oregon City,OR,97045
1005,48753467800,Jennifer,Martin,29,M,F,30000,0,0,High Schoo,Skilled Manual,1,2,Lebanon,OR,97355
1065,4826,Joe,Sai,57,S,M,40000,2,0,Bachelors,Management,1,1,Lebanon,OR,97355
1066,94056804180,Jasmine,Sanchez,55,M,F,60000,2,0,Partial Hi,Skilled Manual,0,2,Milwaukie,OR,97222
1077,6063,Jon,She,57,M,M,20000,2,0,High Schoo,Manual,1,2,Portland,OR,97205
1213,98893374204,Kaitlyn,Ramirez,66,M,F,80000,5,0,Bachelors,Management,1,2,Corvallis,OR,97330
1227,6436,Kristy,Serrano,38,M,F,20000,0,0,Partial Hi,Manual,1,2,Oregon City,OR,97045
1267,66120304465,Lucas,Cooper,68,S,M,10000,3,0,Partial Co,Manual,1,1,Beaverton,OR,97005
1287,21079636812,Luke,Li,50,S,M,50000,1,0,Partial Co,Skilled Manual,0,1,Lebanon,OR,97355
1307,5836,Louis,Raji,34,M,M,50000,0,0,Partial Co,Skilled Manual,1,1,Salem,OR,97301
1322,10016,Laura,Sun,51,S,F,30000,3,0,Bachelors,Clerical,0,0,Beaverton,OR,97005
1393,8804,Meghan,Gomez,81,S,F,10000,4,0,High Schoo,Manual,0,2,Beaverton,OR,97005
1404,18915308713,Marcus,Hill,43,S,M,50000,0,0,Partial Co,Skilled Manual,0,1,Lebanon,OR,97355
1410,87801286578,Michael,Jackson,52,S,M,30000,2,0,High Schoo,Skilled Manual,0,2,Woodburn,OR,97071
1432,99332467913,Morgan,Morgan,33,M,F,50000,0,0,Partial Co,Skilled Manual,0,2,Milwaukie,OR,97222
1442,2492,Mallory,Ortega,40,M,F,30000,3,0,Bachelors,Clerical,1,0,Beaverton,OR,97005
1481,4658,Meredith,Sanz,71,S,F,60000,3,0,Graduate D,Management,0,2,Milwaukie,OR,97222
1529,815,Naomi,Castro,30,M,F,10000,0,0,Partial Co,Manual,1,1,Beaverton,OR,97005
1548,49632143378,Natalie,Lee,32,M,F,50000,0,0,Partial Co,Skilled Manual,1,2,Portland,OR,97205
1582,80113887786,Noah,Wilson,30,M,M,10000,0,0,Partial Co,Manual,1,1,Beaverton,OR,97005
1601,91259067058,Olivia,Wood,40,S,F,20000,2,0,Partial Co,Manual,0,1,Beaverton,OR,97005
1704,6129,Robin,Jimenez,54,S,F,50000,2,0,High Schoo,Skilled Manual,1,2,Portland,OR,97205
1748,4279,Rebekah,Sanchez,38,S,F,90000,0,0,Partial Hi,Professional,1,3,Lake Oswego,OR,97034
1816,6355,Sabrina,Gutierrez,68,S,F,20000,1,0,Bachelors,Clerical,1,0,Beaverton,OR,97005
1832,45846253633,Sierra,King,43,S,F,50000,0,0,Partial Co,Skilled Manual,0,1,Lebanon,OR,97355
1865,64977737100,Seth,Peterson,46,S,M,70000,0,0,Bachelors,Professional,0,2,Lebanon,OR,97355
1875,55029375553,Samantha,Robinson,73,S,F,50000,3,0,Graduate D,Management,0,2,W. Linn,OR,97068
1880,3140,Stefanie,Sanchez,43,M,F,40000,0,0,Bachelors,Clerical,0,0,Beaverton,OR,97005
1902,25045771002,Samuel,Zhang,35,S,M,50000,0,0,High Schoo,Skilled Manual,1,2,Oregon City,OR,97045
1974,14242911300,Taylor,Simmons,44,M,F,60000,0,0,Graduate D,Professional,1,0,Oregon City,OR,97045
1987,7535,Tracy,Xie,30,M,F,20000,0,0,Partial Hi,Manual,0,2,Woodburn,OR,97071
1992,7944,Tony,Yuan,39,M,M,110000,0,0,Graduate D,Management,1,3,Lebanon,OR,97355
1994,1948,Trisha,Zeng,74,M,F,20000,1,0,Graduate D,Clerical,1,0,Beaverton,OR,97005
1997,5254,Tamara,Zheng,61,S,F,30000,4,0,High Schoo,Professional,1,2,Salem,OR,97301
1998,8489,Todd,Zhou,54,M,M,20000,3,0,Partial Hi,Clerical,1,2,Woodburn,OR,97071
2012,3240,Virginia,Sanchez,54,M,F,70000,3,0,Partial Co,Professional,1,2,Oregon City,OR,97045
2034,61126841306,Wyatt,Patterson,55,M,M,20000,3,0,Partial Hi,Clerical,1,2,Woodburn,OR,97071
2043,5943,Willie,Yang,38,S,M,80000,0,0,Partial Hi,Professional,0,3,Lake Oswego,OR,97034
75,9856,April,Lal,60,M,F,50000,2,1,High Schoo,Professional,1,2,Clarkston,GA,30021
133,844,Abby,Rodriguez,59,M,F,80000,5,2,High Schoo,Professional,1,2,Las Vegas,NV,89106
187,2404,Aimee,Yang,64,M,F,130000,4,4,Partial Co,Professional,1,4,Columbus,GA,31901
210,8399,Brent,Cai,41,M,M,70000,5,5,Graduate D,Professional,1,2,Boise,ID,83702
246,1494,Barry,Mehta,47,M,M,10000,3,2,Partial Hi,Manual,1,2,North Sioux City,SD,57049
267,66348345875,Bryan,Richardson,41,M,M,10000,2,2,High Schoo,Manual,0,1,Campbellsville,KY,42718
271,924,Byron,Ruiz,33,M,M,50000,1,1,Graduate D,Skilled Manual,1,0,Savannah,GA,31401
287,9212,Brett,Suri,50,S,M,20000,1,1,Partial Co,Manual,1,0,Millington,TN,38054
302,1963,Bianca,Xu,63,M,F,120000,5,5,High Schoo,Management,1,4,St. Louis,MO,63103
305,1960,Bianca,Ye,54,S,F,120000,2,4,High Schoo,Professional,1,4,Las Cruces,NM,88001
333,8508,Curtis,Chen,40,M,M,50000,1,1,Bachelors,Skilled Manual,1,1,Charlotte,NC,28202
349,3035,Carmen,Fernandez,50,S,F,100000,0,3,Partial Co,Professional,1,2,Mosinee,WI,54455
358,35353403700,Caitlin,Gray,62,M,F,40000,2,1,High Schoo,Professional,1,2,Phoenix,AZ,85004
371,8512,Curtis,Huang,33,S,M,10000,1,1,High Schoo,Manual,1,0,Michigan City,IN,46360
389,25971916317,Christian,Li,43,M,M,40000,4,3,High Schoo,Skilled Manual,1,2,Kittery,ME,3904
417,5471,Colleen,Pal,52,M,F,130000,2,3,Bachelors,Management,1,4,Clarkston,GA,30021
423,23165156245,Connor,Patterson,42,S,M,110000,1,1,Graduate D,Management,0,2,Irving,TX,75061
457,9452,Christine,Sharma,48,S,F,70000,5,4,Partial Co,Professional,0,3,Surprise,AZ,85374
480,3571,Carmen,Verma,48,M,F,90000,2,1,Partial Co,Professional,1,1,Mcdonough,GA,30253
486,20032502412,Charles,Wright,42,M,M,110000,1,1,Graduate D,Management,0,3,Burbank,OH,44214
489,9445,Christine,Xie,38,S,F,50000,1,1,Graduate D,Skilled Manual,0,0,Mcdonough,GA,30253
494,4993,Christy,Xu,45,S,F,30000,2,2,Partial Co,Clerical,0,0,Carrollton,TX,75006
505,4991,Christy,Zhao,51,S,F,70000,5,5,Graduate D,Professional,0,3,Bradenton,FL,34205
506,133,Cedric,Zhao,36,M,M,110000,0,5,Partial Co,Management,1,3,Gulfport,MS,39501
604,7440,Denise,Sara,40,S,F,30000,2,2,Partial Co,Clerical,1,0,Carrollton,TX,75006
640,46,Damien,Zeng,49,M,M,80000,5,4,Partial Co,Professional,0,3,Miami,FL,33127
663,56386074423,Elizabeth,Flores,43,M,F,70000,4,3,Partial Co,Professional,1,0,San Antonio,TX,78204
724,6398,Felicia,Alvarez,44,S,F,100000,0,3,Partial Co,Professional,0,2,North Miami Beach,FL,33162
725,15294170975,Fernando,Anderson,49,M,M,70000,5,4,Partial Co,Professional,1,3,Miami,FL,33127
759,6411,Felicia,Serrano,42,S,F,90000,4,4,Partial Co,Skilled Manual,1,2,Southfield,MI,48034
863,13389732837,Haley,Watson,41,M,F,30000,1,1,Bachelors,Skilled Manual,1,2,Denby,SD,57716
965,98164113759,Jennifer,Gray,42,M,F,90000,4,4,Partial Co,Skilled Manual,1,2,Valley Stream,NY,11580
977,5758,Jaclyn,Hu,51,S,F,10000,1,1,High Schoo,Manual,1,1,Millington,TN,38054
980,5067,Jenny,Jai,41,M,F,110000,1,1,Graduate D,Management,1,3,Miami,FL,33127
981,22352055300,Jason,Jai,46,M,M,30000,1,1,Bachelors,Skilled Manual,1,2,Baytown,TX,77520
982,8584,Jesus,Jimenez,53,S,M,130000,3,4,Partial Co,Professional,1,3,Newport News,VA,23607
989,78851532936,James,King,38,S,M,50000,1,1,Graduate D,Skilled Manual,0,0,Great Falls,MT,59401
1012,87544797658,Jacob,Moore,31,M,M,30000,3,3,Partial Co,Clerical,1,2,Tuscola,IL,61953
1085,40962519600,Jacqueline,Stewart,51,M,F,10000,1,1,High Schoo,Manual,1,1,Garland,TX,75040
1086,4866,Joe,Suarez,45,S,M,60000,4,4,Bachelors,Professional,1,3,Midland,MI,48640
1089,7243,Johnathan,Subram,49,S,M,70000,5,4,Partial Co,Skilled Manual,1,3,Pontiac,MI,48342
1115,8556,Jorge,Zeng,45,S,M,80000,5,5,Bachelors,Professional,1,4,Gilbert,AZ,85233
1119,6059,Jon,Zheng,52,S,M,120000,5,1,Bachelors,Management,0,4,Branson,MO,65616
1160,5352,Kelli,Guo,47,S,F,50000,4,2,Bachelors,Professional,0,2,Plano,TX,75074
1168,4140,Kristi,Jimenez,50,S,F,10000,1,1,High Schoo,Manual,1,1,Waterbury,CT,6710
1222,4157,Kristi,Rubio,62,M,F,90000,4,1,High Schoo,Management,1,3,Saint Louis,MO,63103
1225,8700,Kathleen,Sanz,46,S,F,20000,2,2,High Schoo,Manual,1,2,Braintree,MA,2184
1232,1865,Kate,Sharma,39,M,F,40000,2,2,Partial Co,Clerical,0,1,West Covina,ID,83301
1236,10204,Kenneth,Shen,49,M,M,20000,1,1,Partial Co,Manual,1,0,Chicago,IL,60610
1237,1657,Kurt,Shen,46,M,M,80000,4,3,Partial Co,Professional,1,1,La Grange,GA,30240
1248,37169747352,Kimberly,Ward,52,M,F,130000,2,3,Bachelors,Management,1,4,Kansas City,MO,64106
1257,62367566823,Lucas,Alexander,62,S,M,30000,2,1,Partial Hi,Skilled Manual,0,3,Plaistow,NH,3865
1272,76326453089,Logan,Green,38,S,M,50000,1,1,Graduate D,Skilled Manual,0,0,Southgate,MI,48195
1276,2547,Latasha,Hernandez,43,S,F,120000,0,1,Bachelors,Management,1,4,Miami,FL,33127
1282,1350,Lydia,Kapoor,55,M,F,110000,3,4,Partial Co,Professional,1,4,Odessa,MO,64076
1360,61966410279,Marcus,Bryant,58,M,M,80000,4,1,High Schoo,Professional,1,3,Saint Louis,MO,63103
1387,1535,Marco,Engineer,39,S,M,20000,1,1,High Schoo,Manual,0,1,Somerset,KY,42501
1440,794,Melody,Ortega,42,S,F,90000,4,4,Bachelors,Management,1,1,Saginaw,MI,48601
1452,4365,Marie,Prasad,34,S,F,10000,1,1,High Schoo,Manual,1,0,Dallas,TX,75201
1490,2216,Micah,She,50,S,M,70000,5,4,High Schoo,Professional,1,4,Cincinnati,OH,45202
1552,7003,Nancy,Malhotra,46,S,F,60000,3,3,Bachelors,Professional,0,2,San Antonio,TX,78204
1563,70567052960,Noah,Parker,33,M,M,10000,1,1,High Schoo,Manual,1,0,Memphis,TN,38103
1566,7647,Nichole,Raje,66,M,F,70000,5,1,High Schoo,Professional,1,2,Saint Louis,MO,63103
1587,51833394765,Olivia,Davis,39,S,F,10000,4,3,Partial Hi,Manual,1,2,Arlington,TX,76010
1597,91285358071,Olivia,Ross,67,S,F,120000,2,4,Bachelors,Management,1,4,Phoenix,AZ,85004
1619,33116596900,Paige,Long,39,S,F,10000,4,3,Partial Hi,Manual,0,2,Austin,TX,78701
1620,1583,Preston,Malhotra,54,M,M,120000,2,4,High Schoo,Professional,0,4,Virginia Beach,VA,23451
1629,68815806508,Patrick,Rivera,60,S,M,50000,2,1,Partial Co,Professional,1,2,Jefferson City,MO,65101
1660,7854,Ricardo,Chander,60,S,M,40000,2,1,Partial Hi,Skilled Manual,0,3,Byron,GA,31008
1668,5218,Ross,Dominguez,45,M,M,20000,2,2,High Schoo,Manual,1,1,Myrtle Beach,SC,29577
1700,25593708753,Robert,Hughes,48,M,M,80000,5,4,Partial Co,Professional,0,3,Tucson,AZ,85701
1705,6751,Randall,Jimenez,42,S,M,20000,1,1,Partial Co,Manual,1,0,Pigeon Forge,TN,37863
1713,4265,Rebekah,Madan,40,S,F,10000,3,2,Partial Hi,Manual,1,1,Braintree,MA,2184
1760,93316578865,Rachel,Stewart,48,M,F,40000,4,3,High Schoo,Skilled Manual,0,3,Central Valley,NY,10917
1822,2726,Steve,Huang,40,M,M,50000,1,1,Bachelors,Skilled Manual,1,1,Denver,CO,80203
1846,82583000659,Samuel,Miller,47,S,M,90000,2,1,High Schoo,Professional,1,1,Leesburg,VA,20176
1934,8502,Todd,Hu,43,M,M,120000,0,1,Bachelors,Management,0,3,New York,NY,10007
1965,2854,Tyrone,Romero,57,M,M,10000,2,1,Partial Hi,Clerical,1,2,Irving,TX,75061
1966,4561,Tabitha,Rubio,46,S,F,130000,0,1,Graduate D,Management,1,1,Montgomery,AL,36104
1972,1680,Tommy,She,31,M,M,20000,4,4,High Schoo,Manual,1,2,Randolph,MA,2368
1976,40925907492,Trinity,Stewart,50,M,F,40000,4,2,High Schoo,Skilled Manual,1,2,San Antonio,TX,78204
1981,53856252431,Taylor,Thompson,38,M,F,50000,1,1,Graduate D,Skilled Manual,1,0,Oberlin,OH,44074
2027,86066702008,William,Jackson,60,S,M,40000,2,1,Partial Hi,Skilled Manual,1,3,Austell,GA,30106
5,38032399400,Andrea,Bailey,55,M,F,10000,2,0,Partial Co,Manual,1,0,Dallas,TX,75201
30,53125457763,Alexis,Davis,51,M,F,30000,0,0,Bachelors,Clerical,1,0,South Bend,IN,46601
56,88638226985,Andrew,Harris,33,S,M,50000,0,0,Partial Co,Skilled Manual,1,2,Euclid,OH,44119
71,14482035636,Anna,Kelly,78,S,F,80000,3,0,Graduate D,Management,1,1,Scottsdale,AZ,85257
79,9956,Amy,Liu,46,M,F,70000,0,0,Bachelors,Professional,0,1,Clay,NY,13041
87,88648338913,Andrew,Martin,55,S,M,50000,2,0,Partial Hi,Skilled Manual,0,2,Everett,MT,59801
136,3004,Adrienne,Romero,38,S,F,90000,0,0,Bachelors,Professional,0,0,Cheektowaga,NY,14227
141,11650255918,Amanda,Sanchez,53,S,F,10000,1,0,Bachelors,Clerical,1,0,New Haven,CT,6510
142,7226,Allen,Sanchez,43,S,M,60000,0,0,Graduate D,Professional,1,1,Cheektowaga,NY,14227
155,30272082090,Angelica,Simmons,47,M,F,20000,2,0,Partial Co,Manual,1,1,Hillsboro,TX,76645
163,85043627023,Austin,Thomas,54,M,M,40000,1,0,Partial Co,Clerical,1,1,Chicago,IL,60610
201,1477,Bonnie,Anand,58,M,F,30000,3,0,High Schoo,Skilled Manual,1,2,Heath,OH,43056
227,29117434024,Brandon,Griffin,39,S,M,10000,0,0,Partial Hi,Manual,0,2,Loveland,CO,80537
232,28115698695,Benjamin,Jenkins,47,M,M,40000,1,0,Bachelors,Skilled Manual,1,0,Hixson,TN,37343
238,8380,Brent,Liu,35,S,M,40000,0,0,High Schoo,Skilled Manual,0,2,Salt Lake City,UT,84101
242,7312,Bobby,Madan,37,M,M,70000,0,0,Partial Co,Professional,1,2,Woodbury,MN,55125
294,64095000624,Bryan,Ward,65,M,M,40000,4,0,High Schoo,Professional,1,2,Hooksett,NH,3106
314,3100,Cindy,Arun,47,M,F,70000,0,0,Bachelors,Professional,1,2,Riverton,UT,84065
341,148,Cedric,Deng,43,S,M,40000,0,0,Bachelors,Clerical,0,0,Boston,MA,2113
346,20114132761,Charles,Edwards,41,S,M,90000,2,0,Bachelors,Professional,0,0,Clearwater,FL,33755
377,26005969600,Christian,Jai,44,S,M,120000,0,0,Graduate D,Management,1,3,Park City,UT,84098
409,1823,Carly,Nara,33,M,F,50000,0,0,Partial Co,Skilled Manual,0,2,Orlando,FL,32804
413,6379,Krista,Navarro,68,M,F,40000,2,0,Bachelors,Management,1,2,New Hartford,NY,13413
419,7825,Carl,Pal,35,S,M,60000,0,0,Partial Hi,Skilled Manual,0,3,Biloxi,MS,39530
426,64919243454,Cody,Peterson,50,S,M,60000,1,0,Partial Co,Skilled Manual,0,1,Port Huron,MI,48060
447,4311,Carolyn,Sai,51,S,F,80000,5,0,Graduate D,Professional,1,0,Kittery,ME,3904
461,1805,Carly,She,65,M,F,40000,4,0,High Schoo,Professional,1,2,Atlanta,GA,30308
502,5012,Christy,Yuan,59,M,F,30000,3,0,High Schoo,Skilled Manual,0,2,Sarasota,FL,34236
529,4252,Deanna,Castro,51,M,F,90000,1,0,Bachelors,Professional,0,1,Cheyenne,WY,82001
575,4435,Darren,Martinez,36,S,M,30000,0,0,Partial Co,Clerical,1,1,Altamonte Springs,FL,32701
582,3590,Darrell,Nath,36,M,M,30000,0,0,Partial Co,Clerical,0,1,Baltimore,MD,21201
609,2190,Dale,Sharma,67,S,M,70000,5,0,Bachelors,Management,1,2,Atlanta,GA,30308
629,86520252823,Dylan,White,50,S,M,40000,2,0,Partial Co,Clerical,0,1,Hamden,CT,6518
654,2717,Ernest,Cai,33,S,M,30000,0,0,Partial Hi,Clerical,1,2,Kendall,FL,33143
669,3413,Emmanuel,Gonzalez,33,M,M,40000,0,0,Partial Hi,Clerical,1,2,Orlando,FL,32804
677,67172899842,Eduardo,Howard,55,M,M,50000,2,0,Partial Hi,Skilled Manual,1,2,Branch,MN,55056
678,2265,Eugene,Hu,46,S,M,50000,4,0,Graduate D,Skilled Manual,1,0,Phoenix,AZ,85004
708,24520342350,Elijah,Simmons,65,S,M,50000,5,0,Bachelors,Management,0,2,Nashua,NH,3064
709,52679712176,Elizabeth,Smith,32,M,F,30000,0,0,Partial Co,Clerical,0,1,Wrentham,MA,2093
722,359,Franklin,Aggarwal,44,M,M,40000,0,0,Bachelors,Skilled Manual,1,0,Crossville,TN,38555
735,15350202322,Fernando,Garcia,41,S,M,60000,1,0,Graduate D,Professional,0,0,West Kingston,RI,2892
748,38946694731,Faith,Morris,34,M,F,10000,0,0,Partial Hi,Manual,0,2,Downey,TN,37501
765,47889040112,Gabrielle,Allen,52,M,F,30000,1,0,Graduate D,Clerical,1,0,Westport,CT,6880
786,24226801395,Gabriel,Henderson,40,S,M,50000,4,0,Graduate D,Skilled Manual,1,0,Winston-Salem,NC,27104
832,76686008572,Hunter,Green,57,M,M,10000,3,0,Partial Co,Manual,1,2,Houston,TX,77003
834,47570377588,Hailey,Hall,53,S,F,50000,2,0,Partial Hi,Skilled Manual,0,2,North Randall,OH,44128
841,6907,Heidi,Madan,49,S,F,60000,1,0,Partial Co,Skilled Manual,0,1,Clay,NY,13041
846,9265,Holly,Patel,71,S,F,60000,3,0,Graduate D,Management,0,2,Cincinnati,OH,45202
851,13250960707,Haley,Reed,41,M,F,20000,1,0,Bachelors,Manual,1,0,Memphis,TN,38103
874,19502514004,Ian,Evans,57,M,M,30000,3,0,High Schoo,Skilled Manual,1,2,Huntsville,AL,35801
901,19221767187,Ian,Thompson,38,S,M,60000,1,0,Graduate D,Professional,0,0,Warwick,RI,2889
914,74198613762,Jason,Baker,44,S,M,60000,0,0,Graduate D,Professional,1,0,Rocky Mount,NC,27803
931,60286258459,Jeremiah,Coleman,31,S,M,30000,0,0,Partial Hi,Clerical,0,2,Melville,NY,11747
942,6930,Jillian,Engineer,64,M,F,30000,2,0,Partial Co,Clerical,1,2,Birmingham,AL,35203
992,22334486842,Jason,Lal,41,S,M,60000,1,0,Graduate D,Professional,0,0,Charlotte,NC,28202
1002,3422,Jermaine,Malhotra,42,S,M,30000,1,0,Bachelors,Clerical,1,0,Campbellsville,KY,42718
1024,9510,Julie,Nara,67,S,F,10000,3,0,Partial Co,Manual,0,1,Indianapolis,IN,46204
1031,3291,Jerome,Ortega,67,S,M,50000,2,0,Graduate D,Management,0,1,Redford,MI,48239
1033,21353538600,Jack,Patterson,53,S,M,30000,2,0,High Schoo,Skilled Manual,0,2,Chicago,IL,60610
1034,43558806777,Julia,Perez,34,S,F,20000,0,0,High Schoo,Manual,1,1,Maryville,TN,37801
1075,4084,Jaime,Sharma,31,S,M,10000,0,0,Partial Co,Manual,1,1,Dallas,TX,75201
1090,4479,Jay,Subram,54,M,M,50000,1,0,Partial Co,Skilled Manual,1,1,Salt Lake City,UT,84101
1103,27845095992,Justin,Wang,47,M,M,90000,0,0,Partial Co,Professional,1,1,Stafford,TX,77477
1110,7865,Johnny,Xie,49,M,M,50000,1,0,Partial Co,Skilled Manual,1,1,Cheyenne,WY,82001
1141,10219,Kenneth,Chander,49,S,M,20000,1,0,Graduate D,Clerical,1,0,Corpus Christi,TX,78404
1147,47304576039,Katherine,Davis,44,M,F,110000,0,0,Graduate D,Management,1,4,Endicott,NY,13760
1156,1266,Kaitlin,Garcia,47,M,F,90000,0,0,Partial Co,Professional,0,1,Sugar Land,TX,77478
1159,4583,Kari,Gonzalez,69,S,F,30000,1,0,Bachelors,Clerical,0,0,Dallas,TX,75201
1188,11381375193,Katherine,Murphy,33,S,F,40000,0,0,Partial Hi,Clerical,0,2,Killeen,TX,76541
1189,9890,Kristin,Nara,63,S,F,30000,3,0,Partial Co,Clerical,0,2,Columbus,OH,43215
